"item_id,order_id,product_category,product_name,quantity,unit_price,item_total"
"ITEM_0000143,ORD_003062,Electronics,Their,2,983,1966"
"ITEM_0000144,ORD_006080,Fashion,Training,2,329,658"
"ITEM_0000145,ORD_001033,Home & Kitchen,Represent,2,369,738"
"ITEM_0000146,ORD_007247,Fashion,Short,3,424,1272"
"ITEM_0000147,ORD_003171,Home & Kitchen,Worker,2,614,1228"
"ITEM_0000148,ORD_003990,Electronics,Collection,1,1751,1751"
"ITEM_0000149,ORD_004715,Home & Kitchen,Almost,3,201,603"
"ITEM_0000150,ORD_003118,Electronics,Spring,3,815,2445"
"ITEM_0000151,ORD_003060,Electronics,Name,3,963,2889"
"ITEM_0000152,ORD_000830,Groceries,Best,1,144,144"
"ITEM_0000153,ORD_006441,Home & Kitchen,Network,1,757,757"
"ITEM_0000154,ORD_000465,Home & Kitchen,Two,3,504,1512"
"ITEM_0000155,ORD_004960,Electronics,List,2,1543,3086"
"ITEM_0000156,ORD_000064,Beauty,Single,2,191,382"
"ITEM_0000157,ORD_004614,Groceries,Kid,2,148,296"
"ITEM_0000158,ORD_004895,Home & Kitchen,Now,2,478,956"
"ITEM_0000159,ORD_006755,Home & Kitchen,Sing,2,779,1558"
"ITEM_0000160,ORD_003020,Beauty,Common,2,172,344"
"ITEM_0000161,ORD_002015,Beauty,Them,1,121,121"
"ITEM_0000162,ORD_000671,Home & Kitchen,Anything,1,246,246"
"ITEM_0000163,ORD_005017,Home & Kitchen,Attorney,1,383,383"
"ITEM_0000164,ORD_005153,Electronics,Firm,2,551,1102"
"ITEM_0000165,ORD_003955,Electronics,Past,2,552,1104"
"ITEM_0000166,ORD_005884,Beauty,Five,1,231,231"
"ITEM_0000167,ORD_000805,Home & Kitchen,Debate,1,223,223"
"ITEM_0000168,ORD_003761,Fashion,Bad,3,205,615"
"ITEM_0000169,ORD_004851,Fashion,Whose,1,171,171"
"ITEM_0000170,ORD_001426,Home & Kitchen,Affect,1,461,461"
"ITEM_0000171,ORD_007571,Fashion,Generation,1,415,415"
"ITEM_0000172,ORD_000694,Fashion,Military,2,592,1184"
"ITEM_0000173,ORD_003795,Groceries,Network,3,142,426"
"ITEM_0000174,ORD_003889,Beauty,Mind,3,211,633"
"ITEM_0000175,ORD_005484,Fashion,Share,2,206,412"
"ITEM_0000176,ORD_001704,Fashion,Future,2,226,452"
"ITEM_0000177,ORD_003744,Electronics,Task,3,1939,5817"
"ITEM_0000178,ORD_000816,Fashion,Firm,2,402,804"
"ITEM_0000179,ORD_000563,Fashion,Newspaper,2,526,1052"
"ITEM_0000180,ORD_002082,Groceries,Food,2,169,338"
"ITEM_0000181,ORD_007454,Groceries,Describe,2,181,362"
"ITEM_0000182,ORD_006096,Groceries,Week,2,103,206"
"ITEM_0000183,ORD_004371,Home & Kitchen,Would,1,528,528"
"ITEM_0000184,ORD_002652,Home & Kitchen,Manager,1,526,526"
"ITEM_0000185,ORD_000983,Groceries,Hour,3,137,411"
"ITEM_0000186,ORD_007942,Home & Kitchen,Others,2,307,614"
"ITEM_0000187,ORD_007616,Home & Kitchen,Full,1,631,631"
"ITEM_0000188,ORD_004486,Electronics,Firm,2,991,1982"
"ITEM_0000189,ORD_001928,Beauty,Tend,1,153,153"
"ITEM_0000190,ORD_002410,Electronics,Guy,3,1549,4647"
"ITEM_0000191,ORD_003492,Groceries,Wind,2,58,116"
"ITEM_0000192,ORD_007607,Home & Kitchen,Black,3,321,963"
"ITEM_0000193,ORD_002972,Home & Kitchen,Include,2,357,714"
"ITEM_0000194,ORD_003127,Electronics,Interest,3,1887,5661"
"ITEM_0000195,ORD_006400,Groceries,Seat,1,113,113"
"ITEM_0000196,ORD_003980,Beauty,Dark,2,259,518"
"ITEM_0000197,ORD_000827,Groceries,Old,3,62,186"
"ITEM_0000198,ORD_004336,Home & Kitchen,Dark,2,217,434"
"ITEM_0000199,ORD_001656,Groceries,Should,1,159,159"
"ITEM_0000200,ORD_002362,Groceries,Easy,2,183,366"
"ITEM_0000201,ORD_000056,Home & Kitchen,Task,2,555,1110"
"ITEM_0000202,ORD_007938,Home & Kitchen,Weight,3,385,1155"
"ITEM_0000203,ORD_001958,Groceries,Carry,2,138,276"
"ITEM_0000204,ORD_007098,Beauty,Nice,1,296,296"
"ITEM_0000205,ORD_005944,Home & Kitchen,Mean,2,620,1240"
"ITEM_0000206,ORD_002901,Groceries,Work,1,191,191"
"ITEM_0000207,ORD_007454,Beauty,Still,3,140,420"
"ITEM_0000208,ORD_000801,Home & Kitchen,Artist,1,563,563"
"ITEM_0000209,ORD_002523,Groceries,Play,1,120,120"
"ITEM_0000210,ORD_002969,Electronics,Director,1,1437,1437"
"ITEM_0000211,ORD_005543,Home & Kitchen,Site,2,702,1404"
"ITEM_0000212,ORD_001454,Electronics,Instead,1,1065,1065"
"ITEM_0000213,ORD_001969,Groceries,Too,2,55,110"
"ITEM_0000214,ORD_002005,Fashion,And,2,444,888"
"ITEM_0000215,ORD_002451,Beauty,Station,3,137,411"
"ITEM_0000216,ORD_001010,Electronics,Skin,1,710,710"
"ITEM_0000217,ORD_002442,Electronics,Administration,2,1208,2416"
"ITEM_0000218,ORD_005146,Groceries,All,3,60,180"
"ITEM_0000219,ORD_003233,Home & Kitchen,Work,2,226,452"
"ITEM_0000220,ORD_005200,Home & Kitchen,News,1,513,513"
"ITEM_0000221,ORD_005081,Groceries,Relationship,1,55,55"
"ITEM_0000222,ORD_007470,Beauty,Many,2,191,382"
"ITEM_0000223,ORD_001019,Fashion,Table,2,458,916"
"ITEM_0000224,ORD_003063,Beauty,Save,2,93,186"
"ITEM_0000225,ORD_007892,Home & Kitchen,Take,2,660,1320"
"ITEM_0000226,ORD_000328,Fashion,Total,3,444,1332"
"ITEM_0000227,ORD_005224,Home & Kitchen,Sell,2,544,1088"
"ITEM_0000228,ORD_001526,Home & Kitchen,Per,1,626,626"
"ITEM_0000229,ORD_004920,Fashion,Me,1,191,191"
"ITEM_0000230,ORD_001275,Fashion,Whose,1,507,507"
"ITEM_0000231,ORD_004550,Electronics,Under,3,595,1785"
"ITEM_0000232,ORD_007899,Electronics,Power,1,1896,1896"
"ITEM_0000233,ORD_004007,Electronics,History,1,1611,1611"
"ITEM_0000234,ORD_007921,Beauty,Region,1,266,266"
"ITEM_0000235,ORD_007760,Groceries,Fact,1,58,58"
"ITEM_0000236,ORD_006411,Beauty,President,3,207,621"
"ITEM_0000237,ORD_000771,Groceries,Idea,3,182,546"
"ITEM_0000238,ORD_004522,Groceries,Husband,3,153,459"
"ITEM_0000239,ORD_007579,Beauty,Song,1,257,257"
"ITEM_0000240,ORD_004173,Beauty,Arm,2,190,380"
"ITEM_0000241,ORD_006741,Groceries,Tonight,2,101,202"
"ITEM_0000242,ORD_002626,Fashion,Their,1,371,371"
"ITEM_0000243,ORD_001752,Electronics,Ball,3,1611,4833"
"ITEM_0000244,ORD_005439,Fashion,Son,3,183,549"
"ITEM_0000245,ORD_006460,Fashion,Fight,2,221,442"
"ITEM_0000246,ORD_000886,Home & Kitchen,Kid,3,245,735"
"ITEM_0000247,ORD_002498,Home & Kitchen,Agent,1,568,568"
"ITEM_0000248,ORD_002289,Fashion,Cell,3,267,801"
"ITEM_0000249,ORD_004927,Beauty,Deal,3,212,636"
"ITEM_0000250,ORD_005378,Groceries,Great,2,172,344"
"ITEM_0000251,ORD_002310,Fashion,What,3,598,1794"
"ITEM_0000252,ORD_006684,Fashion,Full,3,312,936"
"ITEM_0000253,ORD_003011,Fashion,Research,2,241,482"
"ITEM_0000254,ORD_006711,Groceries,Simply,1,73,73"
"ITEM_0000255,ORD_004270,Home & Kitchen,Oil,1,577,577"
"ITEM_0000256,ORD_001252,Home & Kitchen,Cultural,3,623,1869"
"ITEM_0000257,ORD_001495,Electronics,Might,1,918,918"
"ITEM_0000258,ORD_000090,Fashion,Enjoy,1,233,233"
"ITEM_0000259,ORD_001112,Electronics,Sell,3,1745,5235"
"ITEM_0000260,ORD_007863,Beauty,Blood,3,217,651"
"ITEM_0000261,ORD_000906,Beauty,Power,1,296,296"
"ITEM_0000262,ORD_002907,Beauty,Water,1,209,209"
"ITEM_0000263,ORD_002978,Home & Kitchen,Range,3,572,1716"
"ITEM_0000264,ORD_000780,Home & Kitchen,Life,1,553,553"
"ITEM_0000265,ORD_006950,Groceries,Reach,1,169,169"
"ITEM_0000266,ORD_001305,Beauty,Page,1,157,157"
"ITEM_0000267,ORD_002424,Beauty,Certainly,2,115,230"
"ITEM_0000268,ORD_004051,Home & Kitchen,Church,1,621,621"
"ITEM_0000269,ORD_006777,Beauty,Interview,3,80,240"
"ITEM_0000270,ORD_000712,Home & Kitchen,Employee,3,291,873"
"ITEM_0000271,ORD_000438,Electronics,Quite,3,582,1746"
"ITEM_0000272,ORD_003220,Fashion,Range,3,593,1779"
"ITEM_0000273,ORD_001663,Home & Kitchen,Mr,3,305,915"
"ITEM_0000274,ORD_002119,Home & Kitchen,Born,3,688,2064"
"ITEM_0000275,ORD_007733,Groceries,Party,3,141,423"
"ITEM_0000276,ORD_003047,Beauty,School,2,115,230"
"ITEM_0000277,ORD_006100,Fashion,Million,2,323,646"
"ITEM_0000278,ORD_004001,Fashion,Pretty,1,376,376"
"ITEM_0000279,ORD_002972,Groceries,Join,1,51,51"
"ITEM_0000280,ORD_002934,Fashion,Lose,2,239,478"
"ITEM_0000281,ORD_001835,Beauty,As,2,178,356"
"ITEM_0000282,ORD_007826,Fashion,All,2,251,502"
"ITEM_0000283,ORD_004479,Home & Kitchen,Election,1,514,514"
"ITEM_0000284,ORD_005060,Groceries,Ready,3,68,204"
"ITEM_0000285,ORD_007572,Electronics,Until,1,563,563"
"ITEM_0000286,ORD_001450,Electronics,Right,1,1013,1013"
"ITEM_0000287,ORD_003681,Electronics,Election,1,771,771"
"ITEM_0000288,ORD_000231,Beauty,Office,2,282,564"
"ITEM_0000289,ORD_003058,Beauty,Step,2,114,228"
"ITEM_0000290,ORD_004457,Groceries,Picture,2,170,340"
"ITEM_0000291,ORD_000911,Beauty,Subject,2,156,312"
"ITEM_0000292,ORD_004121,Electronics,If,1,1998,1998"
"ITEM_0000293,ORD_001431,Home & Kitchen,Home,3,493,1479"
"ITEM_0000294,ORD_006467,Electronics,Foot,2,859,1718"
"ITEM_0000295,ORD_007376,Beauty,Lose,2,276,552"
"ITEM_0000296,ORD_005096,Fashion,Treat,1,513,513"
"ITEM_0000297,ORD_007046,Home & Kitchen,Part,1,494,494"
"ITEM_0000298,ORD_004615,Beauty,More,3,265,795"
"ITEM_0000299,ORD_003932,Electronics,South,1,1385,1385"
"ITEM_0000300,ORD_005166,Electronics,Stuff,2,643,1286"
"ITEM_0000301,ORD_006222,Beauty,West,3,155,465"
"ITEM_0000302,ORD_005149,Groceries,Tough,3,178,534"
"ITEM_0000303,ORD_005185,Groceries,Series,3,69,207"
"ITEM_0000304,ORD_001930,Fashion,Card,2,596,1192"
"ITEM_0000305,ORD_003699,Groceries,Protect,3,82,246"
"ITEM_0000306,ORD_002511,Groceries,Military,2,72,144"
"ITEM_0000307,ORD_000027,Home & Kitchen,Series,3,552,1656"
"ITEM_0000308,ORD_007156,Groceries,Return,2,111,222"
"ITEM_0000309,ORD_004944,Fashion,Summer,1,173,173"
"ITEM_0000310,ORD_001817,Groceries,Doctor,2,61,122"
"ITEM_0000311,ORD_006891,Groceries,Individual,1,120,120"
"ITEM_0000312,ORD_002952,Fashion,Head,3,429,1287"
"ITEM_0000313,ORD_002394,Fashion,Rock,2,180,360"
"ITEM_0000314,ORD_002275,Groceries,House,2,109,218"
"ITEM_0000315,ORD_007201,Home & Kitchen,Join,2,599,1198"
"ITEM_0000316,ORD_003138,Fashion,Tax,3,300,900"
"ITEM_0000317,ORD_004664,Home & Kitchen,Will,2,463,926"
"ITEM_0000318,ORD_000994,Beauty,Fish,2,225,450"
"ITEM_0000319,ORD_000119,Fashion,Card,1,192,192"
"ITEM_0000320,ORD_006861,Electronics,Amount,2,760,1520"
"ITEM_0000321,ORD_007077,Fashion,National,3,187,561"
"ITEM_0000322,ORD_007236,Groceries,Nearly,1,139,139"
"ITEM_0000323,ORD_004363,Groceries,Yes,2,188,376"
"ITEM_0000324,ORD_003487,Electronics,Think,1,900,900"
"ITEM_0000325,ORD_003148,Groceries,Whether,3,155,465"
"ITEM_0000326,ORD_004528,Electronics,Yes,3,1845,5535"
"ITEM_0000327,ORD_001943,Fashion,Ground,1,225,225"
"ITEM_0000328,ORD_002019,Home & Kitchen,Set,1,273,273"
"ITEM_0000329,ORD_001415,Groceries,Consider,2,92,184"
"ITEM_0000330,ORD_004714,Home & Kitchen,Hear,3,470,1410"
"ITEM_0000331,ORD_000158,Home & Kitchen,Today,2,660,1320"
"ITEM_0000332,ORD_003295,Fashion,West,1,390,390"
"ITEM_0000333,ORD_000459,Groceries,Although,3,76,228"
"ITEM_0000334,ORD_006805,Electronics,Already,3,939,2817"
"ITEM_0000335,ORD_000442,Fashion,Maybe,2,390,780"
"ITEM_0000336,ORD_004188,Beauty,Say,1,94,94"
"ITEM_0000337,ORD_002273,Electronics,View,2,661,1322"
"ITEM_0000338,ORD_002934,Fashion,Second,1,374,374"
"ITEM_0000339,ORD_002813,Beauty,Role,2,261,522"
"ITEM_0000340,ORD_007689,Home & Kitchen,Alone,2,325,650"
"ITEM_0000341,ORD_005254,Beauty,Than,1,273,273"
"ITEM_0000342,ORD_003330,Fashion,Administration,1,184,184"
"ITEM_0000343,ORD_006890,Home & Kitchen,Along,3,468,1404"
"ITEM_0000344,ORD_003022,Groceries,Film,2,150,300"
"ITEM_0000345,ORD_007852,Beauty,Event,3,103,309"
"ITEM_0000346,ORD_000603,Home & Kitchen,Anyone,3,776,2328"
"ITEM_0000347,ORD_002894,Beauty,Field,2,280,560"
"ITEM_0000348,ORD_006478,Home & Kitchen,Remain,3,295,885"
"ITEM_0000349,ORD_004569,Beauty,Policy,1,280,280"
"ITEM_0000350,ORD_000628,Beauty,Sell,2,119,238"
"ITEM_0000351,ORD_007297,Fashion,Family,2,177,354"
"ITEM_0000352,ORD_002491,Electronics,Bar,2,690,1380"
"ITEM_0000353,ORD_006682,Beauty,Always,1,124,124"
"ITEM_0000354,ORD_005661,Fashion,Finally,3,557,1671"
"ITEM_0000355,ORD_007752,Home & Kitchen,Lead,2,405,810"
"ITEM_0000356,ORD_005786,Electronics,Discover,3,1330,3990"
"ITEM_0000357,ORD_002311,Home & Kitchen,Serious,1,593,593"
"ITEM_0000358,ORD_005422,Home & Kitchen,Same,1,760,760"
"ITEM_0000359,ORD_007011,Electronics,Difference,2,1049,2098"
"ITEM_0000360,ORD_002664,Electronics,Congress,1,1562,1562"
"ITEM_0000361,ORD_006620,Fashion,Issue,3,526,1578"
"ITEM_0000362,ORD_004960,Electronics,Throughout,3,1858,5574"
"ITEM_0000363,ORD_006400,Home & Kitchen,Continue,1,219,219"
"ITEM_0000364,ORD_005679,Beauty,Already,3,181,543"
"ITEM_0000365,ORD_004844,Electronics,Find,3,1756,5268"
"ITEM_0000366,ORD_003794,Electronics,Part,3,1760,5280"
"ITEM_0000367,ORD_002697,Groceries,Night,3,159,477"
"ITEM_0000368,ORD_001853,Groceries,Big,3,70,210"
"ITEM_0000369,ORD_007247,Electronics,It,1,1638,1638"
"ITEM_0000370,ORD_005436,Beauty,Put,1,296,296"
"ITEM_0000371,ORD_006072,Groceries,Education,2,182,364"
"ITEM_0000372,ORD_007441,Electronics,Happy,2,1416,2832"
"ITEM_0000373,ORD_007624,Home & Kitchen,Buy,3,798,2394"
"ITEM_0000374,ORD_000552,Electronics,Star,2,1495,2990"
"ITEM_0000375,ORD_003868,Beauty,Instead,2,190,380"
"ITEM_0000376,ORD_004309,Electronics,Start,3,1678,5034"
"ITEM_0000377,ORD_006653,Beauty,Political,2,206,412"
"ITEM_0000378,ORD_000969,Groceries,Realize,3,134,402"
"ITEM_0000379,ORD_000190,Beauty,Trouble,3,125,375"
"ITEM_0000380,ORD_003012,Fashion,Old,3,574,1722"
"ITEM_0000381,ORD_002998,Fashion,Across,3,414,1242"
"ITEM_0000382,ORD_006622,Beauty,Live,3,156,468"
"ITEM_0000383,ORD_007766,Electronics,Office,1,1190,1190"
"ITEM_0000384,ORD_005460,Home & Kitchen,Federal,3,285,855"
"ITEM_0000385,ORD_004213,Home & Kitchen,Poor,1,608,608"
"ITEM_0000386,ORD_000733,Groceries,Public,3,137,411"
"ITEM_0000387,ORD_005252,Electronics,Attack,3,1632,4896"
"ITEM_0000388,ORD_005558,Electronics,Benefit,1,1279,1279"
"ITEM_0000389,ORD_001636,Beauty,Wife,3,205,615"
"ITEM_0000390,ORD_004584,Home & Kitchen,Their,3,256,768"
"ITEM_0000391,ORD_005037,Home & Kitchen,Word,1,458,458"
"ITEM_0000392,ORD_003068,Beauty,Him,2,195,390"
"ITEM_0000393,ORD_005701,Beauty,Expect,3,105,315"
"ITEM_0000394,ORD_002380,Beauty,Seek,3,161,483"
"ITEM_0000395,ORD_000769,Electronics,Stock,1,893,893"
"ITEM_0000396,ORD_007899,Fashion,Wrong,3,297,891"
"ITEM_0000397,ORD_004590,Fashion,Cultural,3,347,1041"
"ITEM_0000398,ORD_006383,Fashion,Century,3,484,1452"
"ITEM_0000399,ORD_002819,Beauty,Along,3,238,714"
"ITEM_0000400,ORD_006662,Beauty,Federal,1,136,136"
"ITEM_0000401,ORD_000180,Groceries,Form,2,168,336"
"ITEM_0000402,ORD_004482,Electronics,Control,1,1365,1365"
"ITEM_0000403,ORD_005126,Home & Kitchen,Seek,2,267,534"
"ITEM_0000404,ORD_002220,Fashion,Future,1,524,524"
"ITEM_0000405,ORD_004254,Electronics,Imagine,1,952,952"
"ITEM_0000406,ORD_005546,Beauty,Girl,3,237,711"
"ITEM_0000407,ORD_004402,Fashion,Win,1,253,253"
"ITEM_0000408,ORD_003813,Electronics,Smile,2,1996,3992"
"ITEM_0000409,ORD_000022,Beauty,Wide,1,150,150"
"ITEM_0000410,ORD_006042,Groceries,Really,2,97,194"
"ITEM_0000411,ORD_007875,Beauty,Cover,1,224,224"
