order_id,customer_id,order_date,order_channel,order_status,gross_amount,discount_amount,net_amount,payment_method,coupon_code
ORD_000049,CUST_01561,10/25/2025,App,Returned,1961,0,1961,Card,
ORD_000050,CUST_01570,11/23/2025,Web,Delivered,1647,0,1647,Wallet,
ORD_000051,CUST_00947,12/31/2025,App,Delivered,524,0,524,Apple Pay,
ORD_000052,CUST_00818,12/10/2025,Web,Delivered,880,0,880,Wallet,
ORD_000053,CUST_01373,11/5/2025,Web,Delivered,334,21.26,312.74,Card,SALE27
ORD_000054,CUST_01946,11/8/2025,App,Delivered,1445,0,1445,Wallet,
ORD_000055,CUST_01718,1/1/2026,Call Center,Delivered,1823,0,1823,Wallet,
ORD_000056,CUST_00801,12/13/2025,App,Delivered,354,0,354,Card,
ORD_000057,CUST_00903,11/19/2025,App,Delivered,1487,0,1487,Card,
ORD_000058,CUST_01427,12/28/2025,Call Center,In Transit,1928,138.08,1789.92,Card,SALE22
ORD_000059,CUST_00108,10/19/2025,App,Delivered,1513,0,1513,Apple Pay,
ORD_000060,CUST_00512,11/17/2025,App,Delivered,1671,0,1671,Card,
ORD_000061,CUST_00030,11/21/2025,App,Delivered,963,0,963,Card,
ORD_000062,CUST_01711,10/10/2025,App,Delivered,551,90.63,460.37,Card,SALE23
ORD_000063,CUST_00670,11/23/2025,Call Center,Delivered,1149,0,1149,COD,
ORD_000064,CUST_00877,12/19/2025,App,Delivered,1209,0,1209,Wallet,
ORD_000065,CUST_00824,10/12/2025,Web,Delivered,762,0,762,COD,
ORD_000066,CUST_01348,11/29/2025,Call Center,Delivered,1039,0,1039,Card,
ORD_000067,CUST_01572,10/19/2025,Web,Returned,237,50.16,186.84,Card,SALE27
ORD_000068,CUST_00352,12/2/2025,App,Delivered,1720,477.42,1242.58,Apple Pay,SALE14
ORD_000069,CUST_01560,10/7/2025,Web,Returned,780,0,780,Apple Pay,
ORD_000070,CUST_01247,10/21/2025,Web,Delivered,238,0,238,COD,
ORD_000071,CUST_00028,12/5/2025,App,Delivered,1131,0,1131,Card,
ORD_000072,CUST_00878,12/3/2025,Call Center,Delivered,732,0,732,COD,
ORD_000073,CUST_00414,12/15/2025,Web,Delivered,867,0,867,Card,
ORD_000074,CUST_01938,11/8/2025,Call Center,Cancelled,587,140.71,446.29,COD,SALE18
ORD_000075,CUST_01067,11/11/2025,Call Center,In Transit,750,94.54,655.46,Card,SALE17
ORD_000076,CUST_00422,10/26/2025,App,Cancelled,1834,154.56,1679.44,COD,SALE17
ORD_000077,CUST_00376,11/8/2025,Call Center,Delivered,1345,306.96,1038.04,Apple Pay,SALE12
ORD_000078,CUST_00290,12/8/2025,App,Delivered,494,0,494,COD,
ORD_000079,CUST_00873,11/5/2025,Web,Delivered,583,0,583,COD,
ORD_000080,CUST_01241,12/3/2025,Web,Delivered,601,0,601,Apple Pay,
ORD_000081,CUST_01767,11/3/2025,App,Returned,1401,0,1401,Wallet,
ORD_000082,CUST_00965,11/8/2025,Web,Delivered,915,0,915,Apple Pay,
ORD_000083,CUST_01954,11/3/2025,App,In Transit,1657,0,1657,Apple Pay,
ORD_000084,CUST_01857,11/26/2025,Call Center,Delivered,1849,0,1849,COD,
ORD_000085,CUST_00627,11/6/2025,Web,Delivered,626,0,626,Apple Pay,
ORD_000086,CUST_01465,11/4/2025,App,Delivered,247,0,247,COD,
ORD_000087,CUST_01026,11/17/2025,Web,Delivered,108,0,108,Apple Pay,
ORD_000088,CUST_01003,11/25/2025,Call Center,Returned,908,187.02,720.98,Card,SALE23
ORD_000089,CUST_01888,12/19/2025,Web,Cancelled,1912,0,1912,COD,
ORD_000090,CUST_01580,11/20/2025,Call Center,Delivered,497,72.42,424.58,Wallet,SALE11
ORD_000091,CUST_00869,12/3/2025,App,Delivered,1433,0,1433,Wallet,
ORD_000092,CUST_01364,10/13/2025,App,Delivered,1392,73.53,1318.47,Apple Pay,SALE14
ORD_000093,CUST_01185,10/11/2025,App,Delivered,620,0,620,Card,
ORD_000094,CUST_01447,10/20/2025,App,Delivered,1419,125.49,1293.51,COD,SALE23
ORD_000095,CUST_00619,10/31/2025,Call Center,Delivered,439,33.05,405.95,Apple Pay,SALE28
ORD_000096,CUST_01894,12/23/2025,App,Delivered,730,91.43,638.57,Wallet,SALE14
ORD_000097,CUST_00816,10/6/2025,Web,Delivered,650,92.95,557.05,COD,SALE25
ORD_000098,CUST_01585,10/6/2025,Web,Delivered,103,0,103,Wallet,
ORD_000099,CUST_00362,11/17/2025,App,Delivered,1601,0,1601,COD,
ORD_000100,CUST_01943,12/20/2025,Web,Delivered,1096,0,1096,COD,
ORD_000101,CUST_01536,12/11/2025,App,Delivered,480,0,480,Apple Pay,
ORD_000102,CUST_01779,10/14/2025,App,Delivered,1002,112.67,889.33,Card,SALE22
ORD_000103,CUST_00701,12/31/2025,Call Center,Delivered,355,0,355,Apple Pay,
ORD_000104,CUST_00545,1/3/2026,Call Center,Delivered,1477,75.25,1401.75,Card,SALE13
ORD_000105,CUST_00015,11/16/2025,Call Center,Delivered,532,0,532,Wallet,
ORD_000106,CUST_00691,10/18/2025,Web,Delivered,1095,0,1095,Wallet,
ORD_000107,CUST_01363,11/13/2025,Web,Delivered,745,107.35,637.65,Wallet,SALE20
ORD_000108,CUST_00936,10/6/2025,Web,Delivered,1751,0,1751,COD,
ORD_000109,CUST_00573,10/6/2025,App,Delivered,152,20.81,131.19,Apple Pay,SALE26
ORD_000110,CUST_01307,11/23/2025,App,Delivered,946,47.6,898.4,Card,SALE20
ORD_000111,CUST_01243,11/2/2025,Web,Delivered,1488,0,1488,Card,
ORD_000112,CUST_01908,11/4/2025,Call Center,Cancelled,813,0,813,Card,
ORD_000113,CUST_01244,12/10/2025,Call Center,Delivered,1603,0,1603,Card,
ORD_000114,CUST_00179,11/26/2025,Call Center,Returned,361,0,361,Apple Pay,
ORD_000115,CUST_00988,10/11/2025,Call Center,Delivered,444,130.21,313.79,COD,SALE15
ORD_000116,CUST_00217,11/9/2025,Call Center,Delivered,1642,418.69,1223.31,Wallet,SALE22
ORD_000117,CUST_01473,12/2/2025,Call Center,Delivered,1669,0,1669,Card,
ORD_000118,CUST_01095,10/14/2025,Call Center,Delivered,1462,0,1462,Wallet,
ORD_000119,CUST_01180,10/19/2025,App,Delivered,1885,0,1885,Apple Pay,
ORD_000120,CUST_00782,10/12/2025,Call Center,In Transit,1964,242.75,1721.25,Apple Pay,SALE17
ORD_000121,CUST_00596,12/23/2025,App,Delivered,557,0,557,COD,
ORD_000122,CUST_00261,11/24/2025,Web,Delivered,1624,383.14,1240.86,Card,SALE19
ORD_000123,CUST_00389,11/15/2025,Web,Delivered,226,0,226,Wallet,
ORD_000124,CUST_01065,10/11/2025,Call Center,Delivered,1733,224.69,1508.31,Card,SALE22
ORD_000125,CUST_00944,11/24/2025,App,In Transit,118,0,118,Wallet,
ORD_000126,CUST_01393,11/6/2025,App,Delivered,1814,0,1814,COD,
ORD_000127,CUST_01440,12/30/2025,Call Center,Delivered,1629,211.98,1417.02,Card,SALE18
ORD_000128,CUST_01698,12/7/2025,Web,Delivered,1836,179.61,1656.39,Apple Pay,SALE11
ORD_000129,CUST_01696,12/8/2025,Call Center,Cancelled,1759,0,1759,COD,
ORD_000130,CUST_01590,12/12/2025,Web,Delivered,1534,218.31,1315.69,Wallet,SALE15
ORD_000131,CUST_00692,11/10/2025,Call Center,Delivered,144,0,144,Wallet,
ORD_000132,CUST_00148,10/28/2025,Call Center,Delivered,1651,0,1651,COD,
ORD_000133,CUST_00269,11/23/2025,Call Center,Cancelled,1535,320.92,1214.08,Card,SALE19
ORD_000134,CUST_00905,10/6/2025,Web,Delivered,1037,111.7,925.3,COD,SALE16
ORD_000135,CUST_01334,1/2/2026,Web,Delivered,546,37.98,508.02,Card,SALE14
ORD_000136,CUST_01724,12/13/2025,App,Delivered,871,186.45,684.55,Apple Pay,SALE15
ORD_000137,CUST_01056,10/12/2025,Web,Delivered,207,0,207,COD,
ORD_000138,CUST_00244,12/4/2025,Web,Delivered,1384,103.11,1280.89,COD,SALE30
ORD_000139,CUST_01417,10/10/2025,Call Center,Delivered,1626,0,1626,Apple Pay,
ORD_000140,CUST_01296,10/12/2025,Web,Delivered,1871,165.04,1705.96,Card,SALE13
ORD_000141,CUST_01314,10/10/2025,Call Center,Delivered,269,0,269,Apple Pay,
ORD_000142,CUST_01215,12/11/2025,Web,Delivered,660,39.24,620.76,Apple Pay,SALE19
ORD_000143,CUST_00667,12/26/2025,Call Center,Cancelled,1270,0,1270,COD,
ORD_000144,CUST_01139,10/27/2025,Call Center,Delivered,930,48.34,881.66,Card,SALE16
ORD_000145,CUST_01227,10/7/2025,App,Delivered,1448,256.44,1191.56,Apple Pay,SALE20
ORD_000146,CUST_01178,12/8/2025,Call Center,Delivered,351,0,351,Wallet,
ORD_000147,CUST_00256,10/31/2025,Web,Delivered,1843,107.74,1735.26,COD,SALE23
ORD_000148,CUST_00616,12/29/2025,Call Center,Cancelled,1447,0,1447,Wallet,
ORD_000149,CUST_00287,10/22/2025,Web,Delivered,1449,0,1449,Wallet,
ORD_000150,CUST_00430,10/7/2025,App,Delivered,1341,0,1341,Card,
ORD_000151,CUST_00291,11/26/2025,App,Returned,585,0,585,COD,
ORD_000152,CUST_00264,10/16/2025,Web,Delivered,1311,0,1311,Wallet,
ORD_000153,CUST_01851,12/14/2025,Web,Delivered,633,0,633,Wallet,
ORD_000154,CUST_01423,12/16/2025,Call Center,Delivered,1485,0,1485,Wallet,
ORD_000155,CUST_00763,10/23/2025,Call Center,Delivered,1396,96.69,1299.31,COD,SALE23
ORD_000156,CUST_01614,11/9/2025,Web,Delivered,1782,0,1782,COD,
ORD_000157,CUST_01089,12/20/2025,Call Center,Delivered,258,0,258,Card,
ORD_000158,CUST_00684,11/30/2025,App,Cancelled,774,66.78,707.22,COD,SALE18
ORD_000159,CUST_01985,12/6/2025,Web,Returned,120,0,120,Card,
ORD_000160,CUST_01794,11/25/2025,Call Center,In Transit,459,0,459,Apple Pay,
ORD_000161,CUST_01435,10/22/2025,Web,Delivered,295,0,295,Card,
ORD_000162,CUST_00652,11/15/2025,App,Delivered,1936,0,1936,Apple Pay,
ORD_000163,CUST_00531,1/2/2026,Call Center,Delivered,1076,0,1076,COD,
ORD_000164,CUST_00776,10/23/2025,Call Center,Delivered,1446,0,1446,Wallet,
ORD_000165,CUST_00857,11/6/2025,App,Delivered,1548,182.39,1365.61,Wallet,SALE24
ORD_000166,CUST_01951,11/10/2025,Call Center,Cancelled,1128,0,1128,COD,
ORD_000167,CUST_00626,11/12/2025,Web,In Transit,725,42.55,682.45,Card,SALE12
ORD_000168,CUST_00192,12/13/2025,Call Center,Delivered,1594,0,1594,Wallet,
ORD_000169,CUST_00022,11/10/2025,Call Center,Delivered,1234,334.73,899.27,COD,SALE25
ORD_000170,CUST_01387,10/27/2025,Call Center,Delivered,1119,0,1119,Card,
ORD_000171,CUST_01703,1/3/2026,Call Center,Delivered,1362,0,1362,Wallet,
ORD_000172,CUST_01886,10/28/2025,Call Center,Delivered,600,149.51,450.49,Apple Pay,SALE15
ORD_000173,CUST_01851,12/6/2025,App,Delivered,1481,391.81,1089.19,COD,SALE26
ORD_000174,CUST_00777,12/13/2025,Web,Returned,823,175.64,647.36,Wallet,SALE17
ORD_000175,CUST_01570,12/19/2025,Web,Delivered,1803,0,1803,Wallet,
ORD_000176,CUST_01512,10/15/2025,Call Center,Delivered,642,0,642,Wallet,
ORD_000177,CUST_01830,12/30/2025,Web,Cancelled,1416,0,1416,Apple Pay,
ORD_000178,CUST_01261,11/6/2025,Web,Delivered,217,0,217,Card,
ORD_000179,CUST_01480,12/11/2025,Web,Delivered,110,0,110,Card,
ORD_000180,CUST_00174,10/28/2025,Call Center,Cancelled,982,0,982,Apple Pay,
ORD_000181,CUST_01576,10/11/2025,Web,Delivered,353,53.32,299.68,Apple Pay,SALE21
ORD_000182,CUST_01828,12/11/2025,Call Center,In Transit,712,0,712,Card,
ORD_000183,CUST_00287,11/19/2025,Call Center,Delivered,998,93.75,904.25,Wallet,SALE16
ORD_000184,CUST_00083,12/17/2025,Web,Delivered,326,0,326,Wallet,
ORD_000185,CUST_01365,12/9/2025,Web,Returned,1945,0,1945,Wallet,
ORD_000186,CUST_01127,11/1/2025,Call Center,Delivered,343,0,343,Wallet,
ORD_000187,CUST_01028,11/15/2025,App,Delivered,1638,226.33,1411.67,Card,SALE10
ORD_000188,CUST_01025,1/2/2026,Call Center,Delivered,358,0,358,Wallet,
ORD_000189,CUST_00890,11/3/2025,Web,Delivered,979,255.14,723.86,Card,SALE23
ORD_000190,CUST_00383,12/3/2025,Web,In Transit,607,74.62,532.38,Wallet,SALE17
ORD_000191,CUST_01447,12/21/2025,Call Center,Delivered,1464,102.25,1361.75,COD,SALE16
ORD_000192,CUST_01300,12/15/2025,App,Delivered,1850,0,1850,Apple Pay,
ORD_000193,CUST_00394,12/16/2025,Web,Delivered,178,0,178,COD,
ORD_000194,CUST_01076,11/25/2025,Call Center,Delivered,286,59.22,226.78,COD,SALE17
ORD_000195,CUST_00126,10/30/2025,Web,Delivered,788,0,788,Wallet,
ORD_000196,CUST_00575,11/20/2025,Call Center,Delivered,325,0,325,Wallet,
ORD_000197,CUST_00084,1/3/2026,App,Delivered,1933,0,1933,Wallet,
ORD_000198,CUST_00574,10/18/2025,App,Delivered,534,0,534,Wallet,
ORD_000199,CUST_00624,12/20/2025,App,Delivered,1106,0,1106,COD,
ORD_000200,CUST_01659,11/18/2025,Call Center,In Transit,778,0,778,Wallet,
ORD_000201,CUST_00787,12/23/2025,App,Delivered,587,41.68,545.32,Card,SALE11
ORD_000202,CUST_01675,12/10/2025,App,Delivered,1301,367.67,933.33,Card,SALE12
ORD_000203,CUST_00972,12/9/2025,Call Center,Delivered,1219,97.7,1121.3,Card,SALE14
ORD_000204,CUST_01458,12/2/2025,Call Center,Returned,492,0,492,Wallet,
ORD_000205,CUST_00894,12/26/2025,Web,Delivered,1018,62.85,955.15,Card,SALE15
ORD_000206,CUST_01982,12/18/2025,Web,Delivered,1327,0,1327,Card,
ORD_000207,CUST_01669,11/14/2025,Web,Delivered,1726,308.14,1417.86,Card,SALE15
ORD_000208,CUST_01597,11/15/2025,Web,Delivered,996,88.06,907.94,COD,SALE15
ORD_000209,CUST_00447,10/20/2025,Call Center,Delivered,107,0,107,Apple Pay,
ORD_000210,CUST_00622,12/6/2025,Web,Delivered,1131,115.94,1015.06,Card,SALE15
ORD_000211,CUST_00488,11/27/2025,App,Delivered,558,0,558,Wallet,
ORD_000212,CUST_01789,12/28/2025,Call Center,Returned,1999,0,1999,COD,
ORD_000213,CUST_01329,11/20/2025,Call Center,Delivered,1194,0,1194,Wallet,
ORD_000214,CUST_01445,10/25/2025,Web,Delivered,764,0,764,Apple Pay,
ORD_000215,CUST_00118,10/15/2025,App,In Transit,1939,159.9,1779.1,COD,SALE18
ORD_000216,CUST_00033,10/27/2025,Call Center,Returned,461,0,461,Card,
ORD_000217,CUST_01340,12/2/2025,Call Center,Delivered,1579,139.26,1439.74,COD,SALE24
ORD_000218,CUST_00418,10/21/2025,Call Center,In Transit,551,0,551,Apple Pay,
ORD_000219,CUST_01495,11/9/2025,Web,Delivered,418,0,418,Apple Pay,
ORD_000220,CUST_00941,12/11/2025,App,Delivered,291,0,291,Apple Pay,
ORD_000221,CUST_00578,1/1/2026,Web,Delivered,1593,0,1593,COD,
ORD_000222,CUST_01245,12/10/2025,App,Delivered,1774,0,1774,Apple Pay,
ORD_000223,CUST_01322,11/13/2025,App,Delivered,602,0,602,COD,
ORD_000224,CUST_00205,11/16/2025,Web,Delivered,1588,81.27,1506.73,Card,SALE30
ORD_000225,CUST_01578,12/24/2025,Web,Delivered,189,0,189,Card,
ORD_000226,CUST_00218,10/26/2025,Call Center,In Transit,1722,505.65,1216.35,Card,SALE16
ORD_000227,CUST_01153,11/8/2025,App,Delivered,385,0,385,Apple Pay,
ORD_000228,CUST_01114,10/7/2025,Web,Delivered,416,0,416,Card,
ORD_000229,CUST_00608,12/21/2025,Call Center,Cancelled,143,8.62,134.38,Apple Pay,SALE14
ORD_000230,CUST_00875,11/15/2025,App,Delivered,102,15.67,86.33,Wallet,SALE17
ORD_000231,CUST_01811,12/20/2025,Web,Delivered,1987,412.72,1574.28,Card,SALE17
ORD_000232,CUST_00157,10/17/2025,Web,Delivered,308,59.22,248.78,Card,SALE11
ORD_000233,CUST_00878,10/28/2025,Web,Delivered,1338,0,1338,Apple Pay,
ORD_000234,CUST_01280,11/28/2025,Web,Cancelled,407,103,304,Wallet,SALE25
ORD_000235,CUST_00544,12/25/2025,App,Cancelled,1455,0,1455,COD,
ORD_000236,CUST_00800,11/7/2025,Call Center,In Transit,1692,138.79,1553.21,Apple Pay,SALE12
ORD_000237,CUST_01966,11/29/2025,App,Delivered,331,0,331,COD,
ORD_000238,CUST_01013,11/10/2025,Web,Delivered,472,40.24,431.76,Apple Pay,SALE29
ORD_000239,CUST_01934,10/12/2025,App,Delivered,1725,110.09,1614.91,Apple Pay,SALE27
ORD_000240,CUST_01099,12/5/2025,Web,Delivered,1193,0,1193,Apple Pay,
ORD_000241,CUST_01421,12/6/2025,Call Center,Delivered,1179,0,1179,Wallet,
ORD_000242,CUST_01743,1/1/2026,Web,Delivered,105,0,105,COD,
ORD_000243,CUST_01867,11/20/2025,Web,In Transit,1986,0,1986,COD,
ORD_000244,CUST_01711,10/25/2025,Web,Delivered,703,0,703,COD,
ORD_000245,CUST_01425,12/16/2025,Web,Delivered,214,13.21,200.79,Apple Pay,SALE21
ORD_000246,CUST_00152,11/3/2025,Call Center,Cancelled,210,24.42,185.58,Card,SALE14
ORD_000247,CUST_00502,12/25/2025,App,Delivered,848,0,848,Apple Pay,
ORD_000248,CUST_00287,10/28/2025,Call Center,Cancelled,406,39.37,366.63,Apple Pay,SALE23
ORD_000249,CUST_01601,10/13/2025,Call Center,Delivered,1579,0,1579,Card,
ORD_000250,CUST_01316,12/30/2025,Call Center,In Transit,419,0,419,COD,
ORD_000251,CUST_00868,10/8/2025,Web,Delivered,122,0,122,Wallet,
ORD_000252,CUST_00627,12/5/2025,Web,Cancelled,1982,0,1982,Wallet,
ORD_000253,CUST_01948,12/18/2025,Call Center,Delivered,288,0,288,Card,
ORD_000254,CUST_01685,10/24/2025,Call Center,In Transit,548,0,548,Apple Pay,
ORD_000255,CUST_01315,11/13/2025,Web,Delivered,1077,0,1077,Wallet,
ORD_000256,CUST_00553,12/21/2025,App,Delivered,1424,0,1424,Wallet,
ORD_000257,CUST_00334,10/26/2025,App,Delivered,157,0,157,Card,
ORD_000258,CUST_00414,10/14/2025,App,Delivered,1649,293.79,1355.21,Card,SALE28
ORD_000259,CUST_01619,11/3/2025,App,Delivered,1256,0,1256,Card,
ORD_000260,CUST_00731,11/28/2025,Web,Delivered,732,0,732,Wallet,
ORD_000261,CUST_00729,12/18/2025,Call Center,Delivered,1639,0,1639,Wallet,
ORD_000262,CUST_01029,12/15/2025,App,Delivered,934,210.65,723.35,Apple Pay,SALE25
ORD_000263,CUST_00331,12/15/2025,Call Center,Delivered,1300,202.29,1097.71,Card,SALE17
ORD_000264,CUST_01396,10/12/2025,App,In Transit,1911,0,1911,COD,
ORD_000265,CUST_01493,10/18/2025,Call Center,Delivered,1127,0,1127,Wallet,
ORD_000266,CUST_00738,10/16/2025,Web,Delivered,1016,85.24,930.76,Apple Pay,SALE17
ORD_000267,CUST_01963,12/15/2025,Call Center,Delivered,527,127.02,399.98,Apple Pay,SALE13
ORD_000268,CUST_01570,11/25/2025,Call Center,Cancelled,1748,0,1748,Card,
ORD_000269,CUST_00643,12/13/2025,Web,Delivered,1121,0,1121,Wallet,
ORD_000270,CUST_00183,12/25/2025,App,Delivered,1280,0,1280,Apple Pay,
ORD_000271,CUST_01563,11/8/2025,Call Center,Cancelled,628,186.37,441.63,Card,SALE28
ORD_000272,CUST_01760,11/28/2025,Web,Delivered,1099,0,1099,COD,
ORD_000273,CUST_01731,10/16/2025,Web,Delivered,1002,0,1002,Apple Pay,
ORD_000274,CUST_01797,10/8/2025,App,Delivered,1136,0,1136,Card,
ORD_000275,CUST_01149,1/2/2026,App,Cancelled,1617,194,1423,Wallet,SALE22
ORD_000276,CUST_01749,12/25/2025,App,Delivered,424,0,424,Apple Pay,
ORD_000277,CUST_00955,11/5/2025,Call Center,Delivered,1470,0,1470,Apple Pay,
ORD_000278,CUST_01499,12/21/2025,Web,In Transit,323,0,323,COD,
ORD_000279,CUST_00650,11/21/2025,Call Center,Delivered,922,0,922,Apple Pay,
ORD_000280,CUST_00079,10/26/2025,App,Cancelled,334,0,334,COD,
ORD_000281,CUST_01164,12/30/2025,Call Center,In Transit,1411,0,1411,Card,
ORD_000282,CUST_00881,11/4/2025,App,Delivered,1755,0,1755,Card,
ORD_000283,CUST_01302,12/12/2025,App,Delivered,1653,127.26,1525.74,Wallet,SALE22
ORD_000284,CUST_01459,11/7/2025,Web,Delivered,267,0,267,Wallet,
ORD_000285,CUST_01847,11/10/2025,Web,Returned,476,28.2,447.8,Wallet,SALE15
ORD_000286,CUST_00859,11/3/2025,Web,Delivered,506,0,506,COD,
ORD_000287,CUST_01870,10/7/2025,Call Center,Delivered,1526,0,1526,Card,
ORD_000288,CUST_00160,10/10/2025,Call Center,Delivered,1248,136.92,1111.08,Wallet,SALE20
ORD_000289,CUST_00940,12/16/2025,Web,Cancelled,129,0,129,Card,
ORD_000290,CUST_01067,1/3/2026,Web,Cancelled,1722,363.27,1358.73,COD,SALE30
ORD_000291,CUST_00075,12/7/2025,Call Center,Returned,1020,109.99,910.01,Apple Pay,SALE27
ORD_000292,CUST_00774,12/7/2025,Web,Delivered,1685,0,1685,COD,
ORD_000293,CUST_00030,11/17/2025,Web,Delivered,1491,0,1491,Wallet,
ORD_000294,CUST_01023,10/12/2025,Web,Delivered,1128,70.47,1057.53,Wallet,SALE21
ORD_000295,CUST_01072,11/22/2025,App,Cancelled,1796,0,1796,Apple Pay,
ORD_000296,CUST_01133,10/19/2025,App,Delivered,977,0,977,Apple Pay,
ORD_000297,CUST_00896,10/14/2025,Web,Delivered,683,81.18,601.82,Card,SALE12
ORD_000298,CUST_00034,10/17/2025,Web,Delivered,1750,103.19,1646.81,Card,SALE30
ORD_000299,CUST_01651,12/30/2025,Call Center,Delivered,1009,0,1009,Apple Pay,
ORD_000300,CUST_00932,10/25/2025,Web,Delivered,533,0,533,Apple Pay,
ORD_000301,CUST_01626,11/5/2025,Web,Cancelled,354,0,354,Apple Pay,
ORD_000302,CUST_01040,11/28/2025,Web,Cancelled,115,30.74,84.26,Wallet,SALE19
ORD_000303,CUST_01379,12/4/2025,App,Cancelled,1817,520.39,1296.61,Apple Pay,SALE11
ORD_000304,CUST_01619,11/17/2025,Call Center,In Transit,131,0,131,Wallet,
ORD_000305,CUST_01172,11/9/2025,App,Delivered,786,0,786,Apple Pay,
ORD_000306,CUST_00106,10/22/2025,Web,Delivered,494,44.13,449.87,Apple Pay,SALE15
ORD_000307,CUST_00896,12/5/2025,App,Delivered,925,210.52,714.48,COD,SALE26
ORD_000308,CUST_01727,10/15/2025,Web,In Transit,342,43.92,298.08,COD,SALE20
ORD_000309,CUST_00053,11/9/2025,App,Delivered,517,0,517,COD,
