fulfillment_id,order_id,warehouse_hub,delivery_zone,promised_date,actual_delivery_date,delivery_status,delay_reason,delivery_partner
FUL_ORD_000048,ORD_000048,Dubai Hub,Zone A,10/29/2025,10/31/2025,Delayed,Address Issue,FastTrack
FUL_ORD_000049,ORD_000049,Dubai Hub,Zone F,10/27/2025,10/27/2025,On Time,,SpeedLink
FUL_ORD_000050,ORD_000050,Sharjah Hub,Zone E,11/27/2025,11/27/2025,On Time,,SpeedLink
FUL_ORD_000051,ORD_000051,Abu Dhabi Hub,Zone E,1/3/2026,1/3/2026,On Time,,QuickShip
FUL_ORD_000052,ORD_000052,Sharjah Hub,Zone E,12/12/2025,12/12/2025,On Time,,SpeedLink
FUL_ORD_000053,ORD_000053,Dubai Hub,Zone D,11/9/2025,11/9/2025,On Time,,QuickShip
FUL_ORD_000054,ORD_000054,Sharjah Hub,Zone B,11/11/2025,11/11/2025,On Time,,FastTrack
FUL_ORD_000055,ORD_000055,Dubai Hub,Zone E,1/4/2026,1/4/2026,On Time,,QuickShip
FUL_ORD_000056,ORD_000056,Dubai Hub,Zone A,12/16/2025,12/16/2025,On Time,,SpeedLink
FUL_ORD_000057,ORD_000057,Abu Dhabi Hub,Zone F,11/23/2025,11/23/2025,On Time,,FastTrack
FUL_ORD_000058,ORD_000058,Dubai Hub,Zone B,1/2/2026,1/4/2026,Delayed,Address Issue,SpeedLink
FUL_ORD_000059,ORD_000059,Sharjah Hub,Zone D,10/22/2025,10/22/2025,On Time,,QuickShip
FUL_ORD_000060,ORD_000060,Abu Dhabi Hub,Zone A,11/22/2025,,Failed,,FastTrack
FUL_ORD_000061,ORD_000061,Sharjah Hub,Zone D,11/26/2025,11/26/2025,On Time,,SpeedLink
FUL_ORD_000062,ORD_000062,Abu Dhabi Hub,Zone A,10/12/2025,10/12/2025,On Time,,SpeedLink
FUL_ORD_000063,ORD_000063,Sharjah Hub,Zone C,11/25/2025,11/25/2025,On Time,,SpeedLink
FUL_ORD_000064,ORD_000064,Sharjah Hub,Zone C,12/22/2025,12/22/2025,On Time,,SpeedLink
FUL_ORD_000065,ORD_000065,Abu Dhabi Hub,Zone A,10/15/2025,,Pending,,FastTrack
FUL_ORD_000066,ORD_000066,Sharjah Hub,Zone F,12/4/2025,12/4/2025,On Time,,SpeedLink
FUL_ORD_000067,ORD_000067,Sharjah Hub,Zone A,10/23/2025,10/25/2025,Delayed,Traffic/Weather,QuickShip
FUL_ORD_000068,ORD_000068,Sharjah Hub,Zone A,12/7/2025,12/7/2025,On Time,,QuickShip
FUL_ORD_000069,ORD_000069,Abu Dhabi Hub,Zone A,10/11/2025,10/12/2025,Delayed,Rider Unavailable,FastTrack
FUL_ORD_000070,ORD_000070,Sharjah Hub,Zone D,10/26/2025,10/26/2025,On Time,,FastTrack
FUL_ORD_000071,ORD_000071,Sharjah Hub,Zone C,12/7/2025,12/7/2025,On Time,,SpeedLink
FUL_ORD_000072,ORD_000072,Sharjah Hub,Zone C,12/5/2025,12/5/2025,On Time,,FastTrack
FUL_ORD_000073,ORD_000073,Dubai Hub,Zone D,12/18/2025,,Pending,,QuickShip
FUL_ORD_000074,ORD_000074,Abu Dhabi Hub,Zone B,11/11/2025,11/11/2025,On Time,,QuickShip
FUL_ORD_000075,ORD_000075,Abu Dhabi Hub,Zone C,11/15/2025,11/15/2025,Delayed,Warehouse Delay,QuickShip
FUL_ORD_000076,ORD_000076,Abu Dhabi Hub,Zone B,10/29/2025,10/31/2025,Delayed,Traffic/Weather,FastTrack
FUL_ORD_000077,ORD_000077,Dubai Hub,Zone C,11/10/2025,11/10/2025,On Time,,SpeedLink
FUL_ORD_000078,ORD_000078,Abu Dhabi Hub,Zone E,12/10/2025,12/10/2025,On Time,,FastTrack
FUL_ORD_000079,ORD_000079,Abu Dhabi Hub,Zone A,11/9/2025,11/9/2025,On Time,,FastTrack
FUL_ORD_000080,ORD_000080,Abu Dhabi Hub,Zone A,12/8/2025,12/8/2025,On Time,,QuickShip
FUL_ORD_000081,ORD_000081,Dubai Hub,Zone F,11/5/2025,11/5/2025,On Time,,FastTrack
FUL_ORD_000082,ORD_000082,Abu Dhabi Hub,Zone C,11/12/2025,11/12/2025,On Time,,SpeedLink
FUL_ORD_000083,ORD_000083,Dubai Hub,Zone D,11/7/2025,11/7/2025,On Time,,FastTrack
FUL_ORD_000084,ORD_000084,Dubai Hub,Zone C,11/28/2025,11/28/2025,On Time,,QuickShip
FUL_ORD_000085,ORD_000085,Sharjah Hub,Zone E,11/8/2025,11/8/2025,On Time,,QuickShip
FUL_ORD_000086,ORD_000086,Abu Dhabi Hub,Zone C,11/8/2025,,Failed,,SpeedLink
FUL_ORD_000087,ORD_000087,Sharjah Hub,Zone C,11/21/2025,11/23/2025,Delayed,Customer Unavailable,SpeedLink
FUL_ORD_000088,ORD_000088,Sharjah Hub,Zone B,11/28/2025,11/28/2025,On Time,,SpeedLink
FUL_ORD_000089,ORD_000089,Sharjah Hub,Zone D,12/23/2025,12/23/2025,On Time,,QuickShip
FUL_ORD_000090,ORD_000090,Sharjah Hub,Zone C,11/22/2025,11/23/2025,Delayed,Rider Unavailable,SpeedLink
FUL_ORD_000091,ORD_000091,Abu Dhabi Hub,Zone E,12/7/2025,12/7/2025,On Time,,SpeedLink
FUL_ORD_000092,ORD_000092,Sharjah Hub,Zone A,10/16/2025,10/16/2025,On Time,,QuickShip
FUL_ORD_000093,ORD_000093,Sharjah Hub,Zone C,10/13/2025,,Pending,,QuickShip
FUL_ORD_000094,ORD_000094,Abu Dhabi Hub,Zone A,10/24/2025,10/24/2025,On Time,,SpeedLink
FUL_ORD_000095,ORD_000095,Dubai Hub,Zone E,11/5/2025,11/5/2025,On Time,,SpeedLink
FUL_ORD_000096,ORD_000096,Dubai Hub,Zone B,12/25/2025,12/25/2025,Delayed,Customer Unavailable,QuickShip
FUL_ORD_000097,ORD_000097,Dubai Hub,Zone D,10/8/2025,10/8/2025,On Time,,QuickShip
FUL_ORD_000098,ORD_000098,Abu Dhabi Hub,Zone D,10/8/2025,10/9/2025,Delayed,Address Issue,QuickShip
FUL_ORD_000099,ORD_000099,Abu Dhabi Hub,Zone F,11/22/2025,11/22/2025,Delayed,Address Issue,QuickShip
FUL_ORD_000100,ORD_000100,Abu Dhabi Hub,Zone D,12/24/2025,12/24/2025,On Time,,FastTrack
FUL_ORD_000101,ORD_000101,Sharjah Hub,Zone A,12/14/2025,12/16/2025,Delayed,Customer Unavailable,QuickShip
FUL_ORD_000102,ORD_000102,Dubai Hub,Zone E,10/17/2025,10/17/2025,On Time,,FastTrack
FUL_ORD_000103,ORD_000103,Abu Dhabi Hub,Zone A,1/3/2026,,Pending,,QuickShip
FUL_ORD_000104,ORD_000104,Abu Dhabi Hub,Zone F,1/8/2026,1/8/2026,On Time,,FastTrack
FUL_ORD_000105,ORD_000105,Abu Dhabi Hub,Zone C,11/21/2025,11/21/2025,On Time,,QuickShip
FUL_ORD_000106,ORD_000106,Abu Dhabi Hub,Zone E,10/22/2025,,Failed,,QuickShip
FUL_ORD_000107,ORD_000107,Dubai Hub,Zone E,11/18/2025,11/18/2025,On Time,,QuickShip
FUL_ORD_000108,ORD_000108,Abu Dhabi Hub,Zone B,10/8/2025,10/8/2025,On Time,,SpeedLink
FUL_ORD_000109,ORD_000109,Dubai Hub,Zone A,10/9/2025,10/9/2025,On Time,,QuickShip
FUL_ORD_000110,ORD_000110,Dubai Hub,Zone B,11/27/2025,11/27/2025,On Time,,FastTrack
FUL_ORD_000111,ORD_000111,Sharjah Hub,Zone C,11/7/2025,,Failed,,FastTrack
FUL_ORD_000112,ORD_000112,Abu Dhabi Hub,Zone E,11/8/2025,11/8/2025,On Time,,SpeedLink
FUL_ORD_000113,ORD_000113,Dubai Hub,Zone E,12/13/2025,12/13/2025,On Time,,QuickShip
FUL_ORD_000114,ORD_000114,Abu Dhabi Hub,Zone C,12/1/2025,12/1/2025,On Time,,QuickShip
FUL_ORD_000115,ORD_000115,Dubai Hub,Zone B,10/16/2025,10/16/2025,On Time,,SpeedLink
FUL_ORD_000116,ORD_000116,Abu Dhabi Hub,Zone E,11/11/2025,,Failed,,FastTrack
FUL_ORD_000117,ORD_000117,Abu Dhabi Hub,Zone A,12/7/2025,12/7/2025,On Time,,SpeedLink
FUL_ORD_000118,ORD_000118,Dubai Hub,Zone E,10/16/2025,10/16/2025,On Time,,FastTrack
FUL_ORD_000119,ORD_000119,Abu Dhabi Hub,Zone D,10/22/2025,10/22/2025,On Time,,SpeedLink
FUL_ORD_000120,ORD_000120,Sharjah Hub,Zone E,10/17/2025,10/17/2025,On Time,,QuickShip
FUL_ORD_000121,ORD_000121,Abu Dhabi Hub,Zone F,12/27/2025,12/28/2025,Delayed,Traffic/Weather,QuickShip
FUL_ORD_000122,ORD_000122,Dubai Hub,Zone F,11/28/2025,11/28/2025,On Time,,QuickShip
FUL_ORD_000123,ORD_000123,Abu Dhabi Hub,Zone D,11/20/2025,11/20/2025,On Time,,FastTrack
FUL_ORD_000124,ORD_000124,Abu Dhabi Hub,Zone B,10/14/2025,,Pending,,FastTrack
FUL_ORD_000125,ORD_000125,Sharjah Hub,Zone A,11/26/2025,11/28/2025,Delayed,Address Issue,SpeedLink
FUL_ORD_000126,ORD_000126,Sharjah Hub,Zone B,11/11/2025,11/11/2025,On Time,,QuickShip
FUL_ORD_000127,ORD_000127,Dubai Hub,Zone D,1/2/2026,1/2/2026,On Time,,SpeedLink
FUL_ORD_000128,ORD_000128,Dubai Hub,Zone F,12/11/2025,12/11/2025,On Time,,QuickShip
FUL_ORD_000129,ORD_000129,Abu Dhabi Hub,Zone A,12/11/2025,,Pending,,SpeedLink
FUL_ORD_000130,ORD_000130,Sharjah Hub,Zone A,12/14/2025,12/14/2025,On Time,,QuickShip
FUL_ORD_000131,ORD_000131,Abu Dhabi Hub,Zone C,11/14/2025,11/14/2025,On Time,,FastTrack
FUL_ORD_000132,ORD_000132,Abu Dhabi Hub,Zone D,11/2/2025,11/4/2025,Delayed,Traffic/Weather,SpeedLink
FUL_ORD_000133,ORD_000133,Dubai Hub,Zone D,11/28/2025,11/28/2025,On Time,,SpeedLink
FUL_ORD_000134,ORD_000134,Abu Dhabi Hub,Zone F,10/10/2025,10/10/2025,Delayed,Warehouse Delay,FastTrack
FUL_ORD_000135,ORD_000135,Abu Dhabi Hub,Zone D,1/5/2026,1/5/2026,On Time,,SpeedLink
FUL_ORD_000136,ORD_000136,Sharjah Hub,Zone B,12/15/2025,12/15/2025,On Time,,FastTrack
FUL_ORD_000137,ORD_000137,Dubai Hub,Zone C,10/17/2025,10/17/2025,On Time,,FastTrack
FUL_ORD_000138,ORD_000138,Sharjah Hub,Zone A,12/9/2025,12/9/2025,Delayed,Warehouse Delay,SpeedLink
FUL_ORD_000139,ORD_000139,Abu Dhabi Hub,Zone E,10/14/2025,10/14/2025,On Time,,QuickShip
FUL_ORD_000140,ORD_000140,Abu Dhabi Hub,Zone A,10/14/2025,10/14/2025,On Time,,QuickShip
FUL_ORD_000141,ORD_000141,Sharjah Hub,Zone E,10/12/2025,10/12/2025,On Time,,SpeedLink
FUL_ORD_000142,ORD_000142,Dubai Hub,Zone D,12/14/2025,12/14/2025,On Time,,QuickShip
FUL_ORD_000143,ORD_000143,Abu Dhabi Hub,Zone F,12/29/2025,12/29/2025,On Time,,FastTrack
FUL_ORD_000144,ORD_000144,Abu Dhabi Hub,Zone B,10/29/2025,10/29/2025,On Time,,SpeedLink
FUL_ORD_000145,ORD_000145,Abu Dhabi Hub,Zone D,10/12/2025,10/12/2025,On Time,,FastTrack
FUL_ORD_000146,ORD_000146,Sharjah Hub,Zone E,12/13/2025,12/13/2025,On Time,,FastTrack
FUL_ORD_000147,ORD_000147,Sharjah Hub,Zone B,11/3/2025,11/3/2025,On Time,,SpeedLink
FUL_ORD_000148,ORD_000148,Abu Dhabi Hub,Zone A,12/31/2025,12/31/2025,Delayed,Address Issue,FastTrack
FUL_ORD_000149,ORD_000149,Dubai Hub,Zone F,10/25/2025,10/25/2025,On Time,,SpeedLink
FUL_ORD_000150,ORD_000150,Sharjah Hub,Zone C,10/11/2025,10/11/2025,On Time,,FastTrack
FUL_ORD_000151,ORD_000151,Abu Dhabi Hub,Zone C,12/1/2025,12/1/2025,On Time,,QuickShip
FUL_ORD_000152,ORD_000152,Sharjah Hub,Zone F,10/20/2025,10/20/2025,On Time,,FastTrack
FUL_ORD_000153,ORD_000153,Sharjah Hub,Zone F,12/16/2025,12/16/2025,On Time,,QuickShip
FUL_ORD_000154,ORD_000154,Dubai Hub,Zone A,12/21/2025,12/21/2025,Delayed,Customer Unavailable,FastTrack
FUL_ORD_000155,ORD_000155,Dubai Hub,Zone B,10/27/2025,10/27/2025,On Time,,SpeedLink
FUL_ORD_000156,ORD_000156,Sharjah Hub,Zone A,11/13/2025,,Failed,,QuickShip
FUL_ORD_000157,ORD_000157,Abu Dhabi Hub,Zone B,12/22/2025,,Pending,,SpeedLink
FUL_ORD_000158,ORD_000158,Abu Dhabi Hub,Zone D,12/2/2025,12/2/2025,On Time,,FastTrack
FUL_ORD_000159,ORD_000159,Dubai Hub,Zone F,12/10/2025,12/10/2025,On Time,,QuickShip
FUL_ORD_000160,ORD_000160,Abu Dhabi Hub,Zone C,11/28/2025,11/28/2025,On Time,,FastTrack
FUL_ORD_000161,ORD_000161,Sharjah Hub,Zone D,10/26/2025,10/26/2025,Delayed,Address Issue,FastTrack
FUL_ORD_000162,ORD_000162,Dubai Hub,Zone B,11/20/2025,11/20/2025,On Time,,SpeedLink
FUL_ORD_000163,ORD_000163,Sharjah Hub,Zone C,1/5/2026,,Failed,,QuickShip
FUL_ORD_000164,ORD_000164,Sharjah Hub,Zone F,10/27/2025,10/27/2025,On Time,,SpeedLink
FUL_ORD_000165,ORD_000165,Sharjah Hub,Zone C,11/10/2025,11/10/2025,Delayed,Customer Unavailable,FastTrack
FUL_ORD_000166,ORD_000166,Abu Dhabi Hub,Zone B,11/14/2025,11/14/2025,On Time,,SpeedLink
FUL_ORD_000167,ORD_000167,Sharjah Hub,Zone F,11/16/2025,11/16/2025,On Time,,FastTrack
FUL_ORD_000168,ORD_000168,Abu Dhabi Hub,Zone A,12/15/2025,12/15/2025,On Time,,SpeedLink
FUL_ORD_000169,ORD_000169,Sharjah Hub,Zone F,11/12/2025,11/13/2025,Delayed,Customer Unavailable,QuickShip
FUL_ORD_000170,ORD_000170,Dubai Hub,Zone E,11/1/2025,11/1/2025,On Time,,FastTrack
FUL_ORD_000171,ORD_000171,Dubai Hub,Zone B,1/8/2026,,Failed,,QuickShip
FUL_ORD_000172,ORD_000172,Dubai Hub,Zone B,10/31/2025,11/1/2025,Delayed,Rider Unavailable,FastTrack
FUL_ORD_000173,ORD_000173,Sharjah Hub,Zone A,12/9/2025,12/9/2025,On Time,,FastTrack
FUL_ORD_000174,ORD_000174,Dubai Hub,Zone B,12/17/2025,12/17/2025,Delayed,Warehouse Delay,QuickShip
FUL_ORD_000175,ORD_000175,Sharjah Hub,Zone C,12/21/2025,12/21/2025,On Time,,QuickShip
FUL_ORD_000176,ORD_000176,Abu Dhabi Hub,Zone E,10/18/2025,10/18/2025,On Time,,QuickShip
FUL_ORD_000177,ORD_000177,Sharjah Hub,Zone C,1/3/2026,1/3/2026,On Time,,QuickShip
FUL_ORD_000178,ORD_000178,Abu Dhabi Hub,Zone D,11/9/2025,,Failed,,QuickShip
FUL_ORD_000179,ORD_000179,Dubai Hub,Zone D,12/13/2025,12/13/2025,On Time,,SpeedLink
FUL_ORD_000180,ORD_000180,Sharjah Hub,Zone B,10/30/2025,10/30/2025,On Time,,SpeedLink
FUL_ORD_000181,ORD_000181,Sharjah Hub,Zone E,10/15/2025,10/15/2025,On Time,,FastTrack
FUL_ORD_000182,ORD_000182,Abu Dhabi Hub,Zone A,12/15/2025,12/15/2025,On Time,,QuickShip
FUL_ORD_000183,ORD_000183,Dubai Hub,Zone D,11/23/2025,11/23/2025,On Time,,QuickShip
FUL_ORD_000184,ORD_000184,Abu Dhabi Hub,Zone F,12/20/2025,12/20/2025,On Time,,SpeedLink
FUL_ORD_000185,ORD_000185,Abu Dhabi Hub,Zone A,12/11/2025,12/11/2025,Delayed,Traffic/Weather,FastTrack
FUL_ORD_000186,ORD_000186,Abu Dhabi Hub,Zone C,11/6/2025,11/6/2025,On Time,,QuickShip
FUL_ORD_000187,ORD_000187,Sharjah Hub,Zone D,11/19/2025,,Failed,,QuickShip
FUL_ORD_000188,ORD_000188,Dubai Hub,Zone E,1/6/2026,1/6/2026,On Time,,FastTrack
FUL_ORD_000189,ORD_000189,Abu Dhabi Hub,Zone E,11/6/2025,11/6/2025,On Time,,SpeedLink
FUL_ORD_000190,ORD_000190,Dubai Hub,Zone B,12/5/2025,12/5/2025,On Time,,QuickShip
FUL_ORD_000191,ORD_000191,Abu Dhabi Hub,Zone B,12/26/2025,12/26/2025,On Time,,SpeedLink
FUL_ORD_000192,ORD_000192,Sharjah Hub,Zone C,12/20/2025,12/20/2025,On Time,,FastTrack
FUL_ORD_000193,ORD_000193,Dubai Hub,Zone E,12/21/2025,12/21/2025,On Time,,QuickShip
FUL_ORD_000194,ORD_000194,Abu Dhabi Hub,Zone F,11/28/2025,11/28/2025,On Time,,QuickShip
FUL_ORD_000195,ORD_000195,Sharjah Hub,Zone F,11/3/2025,11/3/2025,On Time,,QuickShip
FUL_ORD_000196,ORD_000196,Dubai Hub,Zone D,11/23/2025,11/23/2025,On Time,,SpeedLink
FUL_ORD_000197,ORD_000197,Dubai Hub,Zone A,1/6/2026,1/6/2026,On Time,,QuickShip
FUL_ORD_000198,ORD_000198,Abu Dhabi Hub,Zone D,10/21/2025,10/21/2025,On Time,,SpeedLink
FUL_ORD_000199,ORD_000199,Dubai Hub,Zone D,12/23/2025,12/23/2025,On Time,,FastTrack
FUL_ORD_000200,ORD_000200,Sharjah Hub,Zone A,11/23/2025,11/23/2025,On Time,,FastTrack
FUL_ORD_000201,ORD_000201,Abu Dhabi Hub,Zone C,12/27/2025,12/27/2025,Delayed,Traffic/Weather,FastTrack
FUL_ORD_000202,ORD_000202,Abu Dhabi Hub,Zone C,12/15/2025,12/17/2025,Delayed,Warehouse Delay,FastTrack
FUL_ORD_000203,ORD_000203,Abu Dhabi Hub,Zone F,12/13/2025,12/13/2025,On Time,,SpeedLink
FUL_ORD_000204,ORD_000204,Dubai Hub,Zone F,12/4/2025,12/4/2025,On Time,,QuickShip
FUL_ORD_000205,ORD_000205,Dubai Hub,Zone D,12/28/2025,12/28/2025,On Time,,SpeedLink
FUL_ORD_000206,ORD_000206,Dubai Hub,Zone B,12/21/2025,12/21/2025,Delayed,Customer Unavailable,FastTrack
FUL_ORD_000207,ORD_000207,Abu Dhabi Hub,Zone A,11/17/2025,11/17/2025,On Time,,QuickShip
FUL_ORD_000208,ORD_000208,Sharjah Hub,Zone D,11/17/2025,11/17/2025,Delayed,Traffic/Weather,FastTrack
FUL_ORD_000209,ORD_000209,Dubai Hub,Zone D,10/25/2025,10/25/2025,On Time,,QuickShip
FUL_ORD_000210,ORD_000210,Sharjah Hub,Zone D,12/10/2025,12/12/2025,Delayed,Address Issue,QuickShip
FUL_ORD_000211,ORD_000211,Sharjah Hub,Zone E,12/2/2025,12/2/2025,Delayed,Address Issue,QuickShip
FUL_ORD_000212,ORD_000212,Sharjah Hub,Zone D,1/2/2026,1/2/2026,On Time,,SpeedLink
FUL_ORD_000213,ORD_000213,Abu Dhabi Hub,Zone D,11/24/2025,11/26/2025,Delayed,Warehouse Delay,SpeedLink
FUL_ORD_000214,ORD_000214,Dubai Hub,Zone D,10/28/2025,10/28/2025,On Time,,SpeedLink
FUL_ORD_000215,ORD_000215,Dubai Hub,Zone F,10/19/2025,10/19/2025,On Time,,SpeedLink
FUL_ORD_000216,ORD_000216,Sharjah Hub,Zone C,10/30/2025,10/31/2025,Delayed,Address Issue,SpeedLink
FUL_ORD_000217,ORD_000217,Dubai Hub,Zone D,12/7/2025,12/7/2025,On Time,,QuickShip
FUL_ORD_000218,ORD_000218,Abu Dhabi Hub,Zone C,10/23/2025,10/23/2025,Delayed,Customer Unavailable,QuickShip
FUL_ORD_000219,ORD_000219,Sharjah Hub,Zone C,11/12/2025,,Pending,,QuickShip
FUL_ORD_000220,ORD_000220,Abu Dhabi Hub,Zone E,12/14/2025,12/14/2025,On Time,,FastTrack
FUL_ORD_000221,ORD_000221,Abu Dhabi Hub,Zone B,1/4/2026,1/4/2026,On Time,,QuickShip
FUL_ORD_000222,ORD_000222,Abu Dhabi Hub,Zone D,12/13/2025,12/13/2025,On Time,,FastTrack
FUL_ORD_000223,ORD_000223,Sharjah Hub,Zone A,11/18/2025,11/18/2025,On Time,,QuickShip
FUL_ORD_000224,ORD_000224,Abu Dhabi Hub,Zone F,11/20/2025,11/20/2025,On Time,,SpeedLink
FUL_ORD_000225,ORD_000225,Abu Dhabi Hub,Zone D,12/27/2025,12/27/2025,On Time,,QuickShip
FUL_ORD_000226,ORD_000226,Dubai Hub,Zone F,10/28/2025,10/28/2025,On Time,,FastTrack
FUL_ORD_000227,ORD_000227,Dubai Hub,Zone E,11/12/2025,,Pending,,QuickShip
FUL_ORD_000228,ORD_000228,Abu Dhabi Hub,Zone F,10/9/2025,10/9/2025,On Time,,QuickShip
FUL_ORD_000229,ORD_000229,Dubai Hub,Zone F,12/26/2025,12/26/2025,On Time,,SpeedLink
FUL_ORD_000230,ORD_000230,Sharjah Hub,Zone E,11/20/2025,11/20/2025,On Time,,QuickShip
FUL_ORD_000231,ORD_000231,Dubai Hub,Zone F,12/23/2025,12/23/2025,On Time,,FastTrack
FUL_ORD_000232,ORD_000232,Sharjah Hub,Zone B,10/22/2025,10/22/2025,On Time,,SpeedLink
FUL_ORD_000233,ORD_000233,Sharjah Hub,Zone A,10/31/2025,11/2/2025,Delayed,Traffic/Weather,SpeedLink
FUL_ORD_000234,ORD_000234,Sharjah Hub,Zone E,12/1/2025,12/1/2025,Delayed,Customer Unavailable,FastTrack
FUL_ORD_000235,ORD_000235,Sharjah Hub,Zone E,12/30/2025,12/30/2025,On Time,,QuickShip
FUL_ORD_000236,ORD_000236,Dubai Hub,Zone D,11/11/2025,11/12/2025,Delayed,Rider Unavailable,FastTrack
