order_id,customer_id,order_date,order_channel,order_status,gross_amount,discount_amount,net_amount,payment_method,coupon_code
ORD_000131,CUST_01487,2025-11-12,App,Delivered,704.04,0.0,704.04,Wallet,
ORD_000132,CUST_01239,2025-10-30,Web,Returned,815.91,188.38,627.53,Card,FLASH20
ORD_000133,CUST_00938,2025-10-28,App,Delivered,160.32,0.0,160.32,COD,
ORD_000134,CUST_01380,2026-01-03,Web,Delivered,180.62,0.0,180.62,Wallet,
ORD_000135,CUST_01277,2025-12-25,App,Cancelled,884.99,0.0,884.99,Card,
ORD_000136,CUST_01443,2025-10-22,Web,Delivered,972.01,0.0,972.01,Card,
ORD_000137,CUST_00925,2025-10-08,App,Cancelled,488.35,38.65,449.7,Card,SAVE10
ORD_000138,CUST_00476,2025-12-28,App,Cancelled,2136.88,178.62,1958.26,Card,WELCOME15
ORD_000139,CUST_00669,2025-12-03,App,Delivered,527.26,54.32,472.94,Card,WELCOME15
ORD_000140,CUST_01376,2025-12-06,Call Center,In Transit,2276.22,293.47,1982.75,COD,SAVE10
ORD_000141,CUST_01406,2025-11-20,Call Center,Delivered,788.17,0.0,788.17,Card,
ORD_000142,CUST_00112,2025-12-13,App,Delivered,649.14,0.0,649.14,Card,
ORD_000143,CUST_00704,2025-10-26,Call Center,In Transit,852.19,99.4,752.79,Card,SAVE10
ORD_000144,CUST_00685,2025-12-01,Web,Delivered,1491.9,0.0,1491.9,Apple Pay,
ORD_000145,CUST_00429,2025-10-24,Web,Delivered,268.74,31.32,237.42,Wallet,WELCOME15
ORD_000146,CUST_00014,2025-10-21,Web,Delivered,977.43,0.0,977.43,Card,
ORD_000147,CUST_00829,2025-10-25,App,Delivered,936.58,135.6,800.98,Card,WELCOME15
ORD_000148,CUST_00272,2025-12-27,App,Delivered,582.45,0.0,582.45,Card,
ORD_000149,CUST_00971,2025-12-17,Web,Delivered,1364.77,307.64,1057.13,Apple Pay,FLASH20
ORD_000150,CUST_01889,2025-10-23,App,Delivered,774.74,95.42,679.32,COD,SAVE10
ORD_000151,CUST_00240,2025-11-03,Web,Returned,600.51,0.0,600.51,COD,
ORD_000152,CUST_00689,2025-11-10,App,Cancelled,380.26,26.43,353.83,Card,SAVE10
ORD_000153,CUST_01034,2025-12-30,Web,Delivered,899.94,0.0,899.94,Card,
ORD_000154,CUST_01999,2025-11-15,App,Delivered,550.84,0.0,550.84,COD,
ORD_000155,CUST_01048,2025-11-29,Call Center,Delivered,947.93,176.42,771.51,Wallet,FLASH20
ORD_000156,CUST_00377,2025-11-14,App,Delivered,215.85,0.0,215.85,Card,
ORD_000157,CUST_01791,2025-12-01,Call Center,In Transit,596.15,0.0,596.15,COD,
ORD_000158,CUST_00852,2025-11-29,Web,Delivered,2068.11,0.0,2068.11,Apple Pay,
ORD_000159,CUST_00849,2025-10-17,Web,Cancelled,208.4,0.0,208.4,COD,
ORD_000160,CUST_00284,2025-12-20,App,Delivered,817.0,203.16,613.84,Card,FLASH20
ORD_000161,CUST_00182,2025-12-16,Web,Delivered,86.09,6.66,79.43,COD,SAVE10
ORD_000162,CUST_00583,2025-10-29,App,Delivered,1181.82,0.0,1181.82,COD,
ORD_000163,CUST_00593,2025-11-13,Call Center,Delivered,589.56,0.0,589.56,COD,
ORD_000164,CUST_00623,2025-10-25,Web,Delivered,534.57,38.73,495.84,Card,SAVE10
ORD_000165,CUST_01851,2025-11-28,App,Delivered,2135.33,246.38,1888.95,Apple Pay,WELCOME15
ORD_000166,CUST_01813,2025-11-10,App,Delivered,673.2,0.0,673.2,Card,
ORD_000167,CUST_00654,2025-12-06,App,In Transit,630.98,0.0,630.98,Card,
ORD_000168,CUST_00711,2026-01-02,App,Delivered,657.76,0.0,657.76,Card,
ORD_000169,CUST_00765,2025-11-08,App,In Transit,551.52,0.0,551.52,Wallet,
ORD_000170,CUST_00024,2026-01-02,Call Center,Cancelled,214.45,0.0,214.45,COD,
ORD_000171,CUST_00176,2025-12-26,App,In Transit,128.66,0.0,128.66,Wallet,
ORD_000172,CUST_00730,2025-12-26,Web,Delivered,124.82,0.0,124.82,Card,
ORD_000173,CUST_01053,2025-12-14,Web,Delivered,451.96,57.16,394.8,Apple Pay,SAVE10
ORD_000174,CUST_01948,2025-10-18,App,Delivered,840.68,67.34,773.34,Card,WELCOME15
ORD_000175,CUST_01241,2025-12-11,Web,Delivered,2111.29,0.0,2111.29,Card,
ORD_000176,CUST_01112,2025-10-26,Call Center,Delivered,830.37,0.0,830.37,Wallet,
ORD_000177,CUST_01676,2025-11-28,App,In Transit,543.11,70.34,472.77,COD,SAVE10
ORD_000178,CUST_01380,2025-10-08,Call Center,Cancelled,187.24,0.0,187.24,Card,
ORD_000179,CUST_01445,2025-12-01,App,Delivered,715.77,0.0,715.77,COD,
ORD_000180,CUST_01224,2025-10-09,Web,Delivered,561.27,93.86,467.41,COD,FIRST30
ORD_000181,CUST_00243,2025-11-14,App,In Transit,284.57,46.74,237.83,Apple Pay,FLASH20
ORD_000182,CUST_00184,2025-10-20,App,Delivered,1475.44,0.0,1475.44,Card,
ORD_000183,CUST_01147,2025-10-31,Web,Delivered,525.51,0.0,525.51,Card,
ORD_000184,CUST_01990,2025-10-21,App,Delivered,867.52,0.0,867.52,COD,
ORD_000185,CUST_00089,2025-12-22,Web,Delivered,140.95,17.68,123.27,Wallet,SAVE10
ORD_000186,CUST_01369,2025-12-19,Web,Delivered,706.52,41.74,664.78,Card,WELCOME15
ORD_000187,CUST_01552,2025-10-18,Web,Returned,866.73,96.46,770.27,Card,SAVE10
ORD_000188,CUST_01564,2025-10-30,App,Delivered,92.87,0.0,92.87,COD,
ORD_000189,CUST_00352,2025-10-18,App,Delivered,909.53,0.0,909.53,COD,
ORD_000190,CUST_01886,2025-12-01,Web,Delivered,855.45,74.12,781.33,COD,SAVE10
ORD_000191,CUST_00220,2025-11-23,Web,Delivered,246.38,0.0,246.38,Card,
ORD_000192,CUST_00371,2025-11-15,Web,Delivered,289.35,0.0,289.35,Wallet,
ORD_000193,CUST_00985,2025-12-16,Call Center,Delivered,1443.4,124.31,1319.09,Card,WELCOME15
ORD_000194,CUST_00169,2025-11-11,Web,Cancelled,1021.85,0.0,1021.85,Apple Pay,
ORD_000195,CUST_00294,2025-11-12,Web,Delivered,367.05,71.35,295.7,COD,FIRST30
ORD_000196,CUST_00877,2025-12-05,App,Delivered,253.68,0.0,253.68,Card,
ORD_000197,CUST_00753,2025-11-25,App,In Transit,244.95,48.79,196.16,COD,FLASH20
ORD_000198,CUST_00812,2025-11-25,App,Delivered,702.4,0.0,702.4,Wallet,
ORD_000199,CUST_00250,2025-10-14,Web,Delivered,979.37,136.37,843.0,Card,SAVE10
ORD_000200,CUST_01432,2025-11-26,App,Cancelled,391.54,0.0,391.54,COD,
ORD_000201,CUST_01063,2025-12-19,App,Delivered,1142.76,0.0,1142.76,Card,
ORD_000202,CUST_01814,2025-12-30,Web,Delivered,806.33,72.59,733.74,Card,WELCOME15
ORD_000203,CUST_00829,2025-10-24,App,Delivered,988.52,0.0,988.52,Apple Pay,
ORD_000204,CUST_00222,2025-11-04,App,Cancelled,192.41,0.0,192.41,Wallet,
ORD_000205,CUST_00276,2025-12-31,App,Delivered,107.35,14.28,93.07,Card,WELCOME15
ORD_000206,CUST_01853,2025-10-15,Web,Delivered,432.02,28.2,403.82,Card,SAVE10
ORD_000207,CUST_01065,2025-12-07,App,Delivered,786.17,55.18,730.99,Card,WELCOME15
ORD_000208,CUST_00570,2025-11-30,App,Delivered,396.13,81.07,315.06,COD,FLASH20
ORD_000209,CUST_00244,2025-11-23,Web,Delivered,698.72,0.0,698.72,Wallet,
ORD_000210,CUST_00782,2025-11-13,Web,Delivered,110.23,0.0,110.23,COD,
ORD_000211,CUST_00337,2025-11-24,App,Delivered,532.16,0.0,532.16,COD,
ORD_000212,CUST_00985,2025-12-05,App,Delivered,1551.48,163.49,1387.99,Card,WELCOME15
ORD_000213,CUST_00409,2025-12-08,Call Center,Delivered,546.15,0.0,546.15,Card,
ORD_000214,CUST_00336,2025-11-11,App,In Transit,1002.02,0.0,1002.02,Wallet,
ORD_000215,CUST_00196,2025-11-21,App,Cancelled,623.23,0.0,623.23,Card,
ORD_000216,CUST_00941,2025-10-18,App,Cancelled,617.25,69.45,547.8,Wallet,WELCOME15
ORD_000217,CUST_00476,2025-11-06,Web,Cancelled,1206.25,0.0,1206.25,Card,
ORD_000218,CUST_00522,2026-01-02,Web,Delivered,367.13,0.0,367.13,Card,
ORD_000219,CUST_01109,2025-12-13,App,Delivered,348.81,0.0,348.81,Card,
ORD_000220,CUST_01944,2025-12-10,App,Delivered,685.15,0.0,685.15,Card,
ORD_000221,CUST_00547,2025-10-08,Web,Delivered,98.77,0.0,98.77,Card,
ORD_000222,CUST_00774,2025-10-18,Web,Cancelled,941.46,0.0,941.46,Wallet,
ORD_000223,CUST_00205,2025-12-08,App,Delivered,1098.12,0.0,1098.12,Card,
ORD_000224,CUST_01091,2025-11-13,App,Delivered,1067.6,0.0,1067.6,Wallet,
ORD_000225,CUST_00901,2025-12-13,App,Delivered,265.62,39.16,226.46,Card,SAVE10
ORD_000226,CUST_01027,2025-12-24,Web,Delivered,261.79,49.79,212.0,Card,FLASH20
ORD_000227,CUST_00189,2025-12-20,Web,Delivered,740.29,0.0,740.29,COD,
ORD_000228,CUST_00654,2025-11-29,App,Cancelled,601.11,0.0,601.11,Card,
ORD_000229,CUST_01380,2025-11-13,Web,Delivered,679.41,0.0,679.41,Card,
ORD_000230,CUST_00014,2025-11-07,App,Delivered,368.28,0.0,368.28,Card,
ORD_000231,CUST_00929,2025-12-18,Web,Delivered,1777.43,245.44,1531.99,COD,SAVE10
ORD_000232,CUST_01879,2025-12-17,Web,Delivered,965.15,93.36,871.79,Wallet,WELCOME15
ORD_000233,CUST_00123,2025-10-24,Web,Delivered,560.49,0.0,560.49,Wallet,
ORD_000234,CUST_00637,2025-11-30,App,Delivered,710.48,0.0,710.48,Wallet,
ORD_000235,CUST_00625,2025-12-27,App,Delivered,1024.11,78.54,945.57,COD,WELCOME15
ORD_000236,CUST_01183,2025-10-20,Web,Cancelled,633.13,0.0,633.13,COD,
ORD_000237,CUST_00196,2025-11-29,Web,Cancelled,305.94,29.5,276.44,Card,WELCOME15
ORD_000238,CUST_00076,2025-10-09,App,Delivered,265.83,0.0,265.83,Wallet,
ORD_000239,CUST_00700,2025-10-11,Web,Delivered,685.98,0.0,685.98,Card,
ORD_000240,CUST_00996,2025-10-16,App,Delivered,799.66,0.0,799.66,Card,
ORD_000241,CUST_00920,2025-12-30,Web,Delivered,877.8,167.4,710.4,Wallet,FIRST30
ORD_000242,CUST_00185,2025-10-20,App,Delivered,715.96,96.14,619.82,Card,SAVE10
ORD_000243,CUST_01159,2025-12-08,App,Delivered,2352.46,312.64,2039.82,Apple Pay,WELCOME15
ORD_000244,CUST_00488,2025-11-05,Web,Delivered,631.84,51.39,580.45,Card,WELCOME15
ORD_000245,CUST_00447,2025-11-10,Call Center,Delivered,212.74,0.0,212.74,Card,
ORD_000246,CUST_00806,2025-12-13,Web,Cancelled,873.87,0.0,873.87,Card,
ORD_000247,CUST_01980,2026-01-01,App,Cancelled,371.17,0.0,371.17,Card,
ORD_000248,CUST_00700,2025-11-14,App,Delivered,889.08,165.64,723.44,Wallet,FIRST30
ORD_000249,CUST_01983,2026-01-02,App,Returned,112.02,14.55,97.47,COD,SAVE10
ORD_000250,CUST_01376,2026-01-01,App,Returned,827.29,66.95,760.34,COD,WELCOME15
ORD_000251,CUST_00647,2025-11-25,App,Delivered,869.04,0.0,869.04,Card,
ORD_000252,CUST_01880,2025-11-05,App,Delivered,315.09,0.0,315.09,COD,
ORD_000253,CUST_01552,2025-10-10,Web,Delivered,922.62,127.27,795.35,Apple Pay,WELCOME15
ORD_000254,CUST_01542,2025-11-17,App,Delivered,837.34,165.05,672.29,Card,FIRST30
ORD_000255,CUST_01796,2025-10-26,App,Delivered,2320.8,0.0,2320.8,Wallet,
ORD_000256,CUST_01037,2025-12-15,Call Center,Returned,141.06,0.0,141.06,Card,
ORD_000257,CUST_00929,2025-12-25,Web,Delivered,1829.46,450.42,1379.04,Card,VIP25
ORD_000258,CUST_01148,2025-12-18,Web,Delivered,599.4,67.63,531.77,Card,WELCOME15
ORD_000259,CUST_01404,2025-12-21,App,Delivered,309.64,39.25,270.39,Wallet,SAVE10
ORD_000260,CUST_01624,2025-10-23,App,Returned,944.26,0.0,944.26,Card,
ORD_000261,CUST_01183,2025-11-11,App,Delivered,625.58,0.0,625.58,COD,
ORD_000262,CUST_01076,2025-11-23,App,Delivered,418.19,0.0,418.19,Wallet,
ORD_000263,CUST_01812,2025-10-08,Call Center,In Transit,941.51,0.0,941.51,Wallet,
ORD_000264,CUST_01326,2025-10-17,Web,In Transit,643.04,0.0,643.04,Card,
ORD_000265,CUST_00407,2025-12-21,App,Delivered,875.92,137.93,737.99,COD,FIRST30
ORD_000266,CUST_00808,2025-12-17,App,Returned,961.39,0.0,961.39,Card,
ORD_000267,CUST_00359,2025-10-21,App,Delivered,563.77,80.52,483.25,Card,WELCOME15
ORD_000268,CUST_01359,2025-12-08,App,Delivered,255.3,58.26,197.04,COD,FIRST30
ORD_000269,CUST_01058,2025-12-31,App,In Transit,867.83,129.76,738.07,Wallet,WELCOME15
ORD_000270,CUST_00922,2025-11-12,App,Delivered,1198.75,0.0,1198.75,Card,
ORD_000271,CUST_00483,2025-10-16,Web,Delivered,1658.9,340.81,1318.09,Card,FIRST30
ORD_000272,CUST_00848,2025-11-24,Web,Delivered,881.73,167.31,714.42,Card,FLASH20
ORD_000273,CUST_01508,2025-12-16,App,Cancelled,629.42,0.0,629.42,Wallet,
ORD_000274,CUST_00653,2025-11-20,Web,Delivered,936.58,0.0,936.58,COD,
ORD_000275,CUST_01924,2025-10-06,Call Center,Returned,1072.03,129.67,942.36,Card,SAVE10
ORD_000276,CUST_01065,2025-12-16,Web,Delivered,430.46,93.46,337.0,Card,FLASH20
ORD_000277,CUST_01853,2025-11-18,Web,Delivered,319.47,0.0,319.47,Apple Pay,
ORD_000278,CUST_00271,2025-10-20,App,Delivered,162.48,15.16,147.32,Apple Pay,WELCOME15
ORD_000279,CUST_00663,2025-11-30,Call Center,Delivered,539.27,96.04,443.23,Card,FIRST30
ORD_000280,CUST_00620,2025-11-30,Web,Delivered,996.81,76.13,920.68,Apple Pay,WELCOME15
ORD_000281,CUST_00647,2025-10-25,Call Center,Delivered,757.92,0.0,757.92,Card,
ORD_000282,CUST_01716,2025-10-30,App,Cancelled,1027.65,0.0,1027.65,Card,
ORD_000283,CUST_01330,2025-10-26,App,Delivered,438.08,0.0,438.08,COD,
ORD_000284,CUST_00894,2025-11-20,App,Delivered,350.83,69.99,280.84,Apple Pay,FIRST30
ORD_000285,CUST_01149,2025-10-24,Call Center,In Transit,830.76,0.0,830.76,Card,
ORD_000286,CUST_00170,2025-10-27,App,Delivered,464.85,0.0,464.85,Card,
ORD_000287,CUST_01685,2025-12-12,Call Center,Delivered,330.97,69.03,261.94,Card,FLASH20
ORD_000288,CUST_00370,2025-12-08,Call Center,Returned,463.11,0.0,463.11,Card,
ORD_000289,CUST_01818,2026-01-01,App,Delivered,382.37,0.0,382.37,Card,
